name,memory_size,memory_type,bus_speed,module_sticks,module_capacity,first_word_latency,cas_latency
Kingston Savage,16.0,4,2800,2,8,10.0,14.0
Kingston Savage,8.0,4,2800,2,4,10.0,14.0
Kingston Savage,16.0,4,2800,4,4,10.0,14.0
Kingston Savage,32.0,4,2800,4,8,10.0,14.0
Kingston Savage,64.0,4,2800,8,8,10.0,14.0
Kingston Savage,4.0,4,3000,1,4,10.0,15.0
Kingston Savage,8.0,4,3000,1,8,10.0,15.0
Kingston Savage,16.0,4,3000,4,4,10.0,15.0
Kingston KVR21R15D8/8I,8.0,4,2133,1,8,14.065,15.0
TEAMGROUP Dark Pro,16.0,4,3000,2,8,10.0,15.0
TEAMGROUP Dark Pro,16.0,4,3200,2,8,10.0,16.0
TEAMGROUP Dark Pro,16.0,4,3333,2,8,10.201,17.0
TEAMGROUP Dark Pro,8.0,4,3000,2,4,10.0,15.0
TEAMGROUP Dark Pro,8.0,4,3200,2,4,10.0,16.0
TEAMGROUP Dark Pro,8.0,4,3333,2,4,10.201,17.0
Corsair Dominator Platinum,64.0,4,3333,4,16,9.601,16.0
Corsair Dominator Platinum,8.0,4,3733,2,4,9.108,17.0
Corsair Vengeance LPX,64.0,4,3200,8,8,9.375,15.0
Crucial Ballistix Tactical,8.0,3,2133,2,4,10.314,11.0
Crucial CT2K8G3ERVLD8160B,16.0,3,1600,2,8,13.75,11.0
Crucial CT4K8G4DFS8213,32.0,4,2133,4,8,14.065,15.0
G.Skill Trident Z,64.0,4,3000,8,8,9.333,14.0
G.Skill Ripjaws V,64.0,4,3000,8,8,9.333,14.0
G.Skill Ripjaws V,64.0,4,3000,8,8,10.0,15.0
G.Skill Ripjaws V,64.0,4,3200,8,8,9.375,15.0
G.Skill Ripjaws V,64.0,4,3200,8,8,10.0,16.0
G.Skill Trident Z,16.0,4,3333,2,8,9.601,16.0
G.Skill Trident Z,32.0,4,3333,2,16,9.601,16.0
G.Skill Ripjaws V,32.0,4,3333,2,16,9.601,16.0
G.Skill Trident Z,64.0,4,3333,4,16,9.601,16.0
G.Skill Trident Z,16.0,4,3466,2,8,9.233,16.0
G.Skill Ripjaws V,16.0,4,3466,2,8,9.233,16.0
Kingston Predator,64.0,4,3000,4,16,10.667,16.0
Mushkin Redline,32.0,4,3000,2,16,10.667,16.0
Mushkin Redline,64.0,4,3000,4,16,10.667,16.0
Mushkin Silverline,32.0,4,2133,4,8,14.065,15.0
Avexir ROG Impact,16.0,4,2666,4,4,11.253,15.0
Avexir ROG Red Tesla,16.0,4,2666,4,4,11.253,15.0
Avexir ROG Impact,16.0,4,2666,2,8,11.253,15.0
Avexir ROG Impact,32.0,4,2666,4,8,11.253,15.0
GeIL Super Luce,8.0,4,3000,2,4,10.0,15.0
Kingston D2G72M151,16.0,4,2133,1,16,14.065,15.0
Kingston FURY,64.0,4,2400,4,16,12.5,15.0
Kingston KVR21R15D8K4/32I,32.0,4,2133,4,8,14.065,15.0
Mushkin Silverline,16.0,4,2133,4,4,14.065,15.0
Corsair Dominator Platinum,16.0,4,3400,4,4,9.412,16.0
Kingston KVR16E11K3/24I,24.0,3,1600,3,8,13.75,11.0
Kingston KVR16LR11D4K4/64I,64.0,3,1600,4,16,13.75,11.0
Avexir Core,8.0,4,2666,2,4,12.753,17.0
Avexir Core,16.0,4,2666,2,8,11.253,15.0
Corsair Vengeance LED,32.0,4,3466,4,8,9.233,16.0
Crucial CT7982449,16.0,4,2133,1,16,14.065,15.0
Avexir Raiden,16.0,4,3000,2,8,10.667,16.0
Avexir Green Tesla,16.0,4,2666,4,4,11.253,15.0
Corsair Mac Memory,16.0,3,1866,2,8,11.79,11.0
Corsair Mac Memory,32.0,3,1866,4,8,11.79,11.0
G.Skill Trident Z,64.0,4,3466,4,16,9.233,16.0
Corsair Dominator Platinum,8.0,4,4000,2,4,9.5,19.0
GALAX HOF,16.0,4,3600,2,8,9.444,17.0
GALAX HOF,16.0,4,4000,2,8,9.5,19.0
G.Skill Trident Z RGB,32.0,4,3000,4,8,9.333,14.0
G.Skill Trident Z RGB,32.0,4,3866,4,8,9.312,18.0
Avexir Green Tesla,32.0,4,3000,4,8,10.667,16.0
G.Skill FORTIS,32.0,4,2133,4,8,14.065,15.0
G.Skill FORTIS,64.0,4,2133,4,16,14.065,15.0
G.Skill FORTIS,32.0,4,2400,2,16,12.5,15.0
G.Skill FORTIS,32.0,4,2400,4,8,12.5,15.0
G.Skill FORTIS,16.0,4,2400,2,8,13.333,16.0
G.Skill FORTIS,32.0,4,2400,2,16,13.333,16.0
G.Skill FORTIS,64.0,4,2400,4,16,13.333,16.0
TEAMGROUP Dark Pro,16.0,4,3000,2,8,9.333,14.0
Avexir Green Tesla,32.0,4,2800,4,8,10.714,15.0
G.Skill Flare X,32.0,4,2400,4,8,13.333,16.0
G.Skill Flare X,64.0,4,2400,4,16,13.333,16.0
TEAMGROUP T-Force Xtreem,16.0,4,3733,2,8,9.644,18.0
TEAMGROUP T-Force Xtreem,16.0,4,3866,2,8,9.312,18.0
TEAMGROUP T-Force Xtreem,8.0,4,3466,2,4,9.81,17.0
TEAMGROUP T-Force Xtreem,16.0,4,3466,2,8,9.81,17.0
TEAMGROUP T-Force Xtreem,8.0,4,3733,2,4,9.108,17.0
TEAMGROUP T-Force Xtreem,8.0,4,3866,2,4,9.312,18.0
Avexir AVD4SZ121331508G-1B,8.0,4,2133,1,8,14.065,15.0
Corsair Vengeance Performance,64.0,4,2400,4,16,13.333,16.0
Kingston Impact,16.0,4,2133,1,16,12.189,13.0
